dataset_size,dim,n_queries,k,m,ef_construction,k_children,n_probe,full_parent_probe,diversify_max,repair_min,mapping_ef,parent_level,recall@k,avg_query_time,base_build_time,parent_extraction_time,mapping_build_time,avg_candidate_size,coverage_fraction,parent_count,covered_points,total_points,overlap_unique_fraction,avg_assignment_count,mean_jaccard_overlap,median_jaccard_overlap,multi_coverage_fraction,max_assignment_count,timestamp
5000,128,300,10,16,300,800,5,0,3,1,80,2,0.426,0.0014978456497192383,157.05777764320374,0.0,0.3865389823913574,1037.0498338870432,1.0,24,4700,4700,1.0,1.0704255319148936,0.0029630326969198096,0.002409652545522111,0.06319148936170213,4.0,2025-09-11 15:21:39
5000,128,300,10,16,300,800,8,0,3,1,80,2,0.5766666666666667,0.0022249325116475423,157.05777764320374,0.0,0.3865389823913574,1339.734219269103,1.0,24,4700,4700,1.0,1.0704255319148936,0.0029630326969198096,0.002409652545522111,0.06319148936170213,4.0,2025-09-11 15:21:39
5000,128,300,10,16,300,800,10,0,3,1,80,2,0.6563333333333333,0.00255792776743571,157.05777764320374,0.0,0.3865389823913574,1573.1506090808416,1.0,24,4700,4700,1.0,1.0704255319148936,0.0029630326969198096,0.002409652545522111,0.06319148936170213,4.0,2025-09-11 15:21:40
5000,128,300,10,16,300,800,12,0,3,1,80,2,0.7276666666666667,0.0027522476514180503,157.05777764320374,0.0,0.3865389823913574,1787.8953488372092,1.0,24,4700,4700,1.0,1.0704255319148936,0.0029630326969198096,0.002409652545522111,0.06319148936170213,4.0,2025-09-11 15:21:41
5000,128,300,10,16,300,800,24,1,3,1,80,2,1.0,0.005093001524607341,157.05777764320374,0.0,0.3865389823913574,2370.3162790697675,1.0,24,4700,4700,1.0,1.0704255319148936,0.0029630326969198096,0.002409652545522111,0.06319148936170213,4.0,2025-09-11 15:21:43
